Nombre del artista,Título de la canción,Número de canción,Título del álbum,Fecha de lanzamiento,Nombre del compositor,Nombre del productor musical,Código ISRC,Sello discográfico,Compañía editorial,Entidad de gestión de derechos,Género/s musical/es,Número de reproducciones,Top 5,Contacto (campo comentarios)
Edward Sanchez,View when cell husband.,3,Than.,2008-05-06,Timothy Reed,Jordan Price,978-0-329-12929-3,Warner Music Group,Kobalt Music Group,BMI,Reggeton,829150,False,matthew31@example.com
Paula Tucker,Through me follow personal.,4,Under character vote.,2001-02-15,Shaun Davis,Michael Owens,978-0-14-938441-4,Warner Music Group,Sony/ATV Music Publishing,ASCAP,Reggeton,594093,False,vestrada@example.com
Bryan Smith,Send own it.,2,Young section look.,2020-08-04,Tina Gomez,Gina Peters,978-1-70551-286-9,Warner Music Group,Warner/Chappell Music,ASCAP,Merengue,158509,False,spencebrianna@example.net
Sharon Hardin DVM,Hold bill sing.,3,Inside wonder.,2012-10-04,Jamie West,Andrew Osborne,978-1-01-400060-6,Warner Music Group,Kobalt Music Group,ASCAP,Vallenato,860970,False,saunderskimberly@example.com
Kathleen Miller,Worry himself range each.,9,All list rest.,2012-01-31,Steven Miles,Brian Welch,978-0-19-086047-9,Warner Music Group,Kobalt Music Group,BMI,Reggae,229144,False,ashley46@example.org
Cynthia Gonzalez,Reason ahead more.,2,Color exist PM.,2014-12-02,Tracy Whitehead,Jason Robles,978-0-941356-70-1,EMI,Universal Music Publishing Group,BMI,Reggeton,355062,False,sean69@example.net
Austin Sanchez,Rule bank.,12,Set.,2019-08-22,Hannah Patterson,Jasmin Nichols,978-0-04-211433-0,EMI,Sony/ATV Music Publishing,BMI,Vallenato,851683,False,karenramirez@example.net
Richard Kim,Current tough.,10,Light so beautiful eye.,2011-04-20,Adriana Ramsey,Mark Meyers,978-1-891644-24-5,Universal Music Group,Sony/ATV Music Publishing,ASCAP,Rock,9810,False,amanda04@example.net
Bradley Cardenas,Foreign one recent Mrs.,6,Information myself nice.,2015-05-12,Michael Johnston,Veronica Reese,978-0-85328-569-4,EMI,Sony/ATV Music Publishing,ASCAP,Jazz,226176,False,antoniogonzalez@example.net
Abigail Jones,Far alone produce ground simple.,8,Traditional southern.,2022-07-04,Amanda Rivera,Jennifer Holmes,978-0-7860-7525-6,EMI,Warner/Chappell Music,BMI,Electronic,899882,False,vgeorge@example.org
Matthew Ritter,Yard half effect.,8,Drop determine avoid.,2001-09-13,Kimberly Rosario,Eric Wise,978-0-303-22094-7,Sony Music,Universal Music Publishing Group,BMI,Electronic,345476,False,afranklin@example.com
Heather French,Very stock result participant.,1,Home own suddenly.,2010-12-16,Gerald Anderson,Alexandra Strickland,978-1-304-33595-1,EMI,Sony/ATV Music Publishing,SESAC,Reggeton,806500,False,gregoryvictoria@example.com
Elizabeth West,Reason reduce provide.,10,Teach those.,2010-11-24,Lee White,Adrian Morgan,978-1-915530-54-7,Sony Music,Warner/Chappell Music,SESAC,Country,892050,False,loribray@example.net
Mr. Anthony Mercado,Stand office will character.,4,Art left fine.,2012-01-08,Jessica Carroll,Jennifer Tyler,978-0-626-71371-3,Warner Music Group,Warner/Chappell Music,SESAC,Reggae,89692,False,jennifer71@example.org
Austin Hughes,Oil should task reason.,12,Thank tough recently.,2006-02-07,David Mcdowell,John Harris,978-0-8199-0102-6,Universal Music Group,Kobalt Music Group,SESAC,Classical,118547,False,jason87@example.org
Carlos Gray,Heavy trip.,8,Choice animal.,2004-09-12,James Pena,Dillon Robertson,978-1-86759-253-2,Universal Music Group,Warner/Chappell Music,SESAC,Classical,261647,False,kyoung@example.net
Stacy Ortiz,Grow enough capital responsibility.,12,White woman.,2021-08-27,Amber Hall,Michael Hernandez,978-0-19-338732-4,Sony Music,Universal Music Publishing Group,ASCAP,Classical,3248,False,marcus45@example.net
Carlos West,Who professor financial much.,3,Event control.,2008-07-13,Kimberly Sheppard,Karen Walker,978-1-63402-953-7,Universal Music Group,Warner/Chappell Music,SESAC,Electronic,61806,False,lisa42@example.com
Michael Clay,Site thought.,5,Account respond budget bill.,2005-02-06,Matthew Robinson,Robert Haynes,978-0-452-69913-7,EMI,Sony/ATV Music Publishing,BMI,Electronic,625250,False,janetmitchell@example.net
Jessica Hood,This while actually contain.,7,Western moment.,2007-01-31,Sarah Allen,Shannon Howard,978-1-314-57135-6,Sony Music,Universal Music Publishing Group,ASCAP,Merengue,242782,False,fergusonbilly@example.org
Samantha Christian,Hundred write.,11,Majority necessary.,2018-10-11,Maureen Jackson,Lauren Jackson,978-1-62823-210-3,Warner Music Group,Kobalt Music Group,SESAC,Jazz,471759,False,juan17@example.com
Richard Allen,Individual compare imagine.,4,Might provide ever.,2001-03-13,Jennifer Taylor,Elizabeth Williams,978-0-05-865075-4,Sony Music,Universal Music Publishing Group,SESAC,Pop,369322,False,johnsnicole@example.net
Ian Gonzalez,Develop those.,7,Difference practice get.,2019-05-20,Kendra Hansen,Andrew Phillips,978-1-4414-0039-0,Universal Music Group,Sony/ATV Music Publishing,SESAC,Country,880765,False,karenallen@example.com
John George,Then special throughout understand.,5,Might wrong pattern.,2010-10-14,Dwayne Morris,Andrew Jackson,978-1-56785-718-4,EMI,Kobalt Music Group,BMI,Country,572456,False,vwilson@example.com
Amanda Skinner,Begin capital.,1,Soldier in add.,2019-04-11,Joyce Bell,Susan Hernandez,978-1-884734-89-2,EMI,Warner/Chappell Music,SESAC,Reggae,276317,False,ianmartinez@example.org
Brandon Mitchell,Level shake.,3,With traditional.,2015-02-04,Andre Tucker,Natalie Wells,978-0-9843712-4-2,EMI,Universal Music Publishing Group,SESAC,Vallenato,397536,False,paulingram@example.com
Robert Rosario,By long model learn.,8,Site model tax.,2006-06-05,James Keith,Melissa Farmer,978-1-253-81595-5,EMI,Sony/ATV Music Publishing,ASCAP,Reggeton,915919,False,jessicaadams@example.com
Nancy Miller,Wife like paper election reduce.,1,Responsibility baby television many.,2002-10-17,Christopher Williams,Joanne Alexander,978-1-5355-2719-4,Sony Music,Sony/ATV Music Publishing,BMI,Jazz,399287,False,madison01@example.com
Nicholas Patel,Quality network white management.,6,Serious message owner.,2012-10-23,Todd Goodman,Kim Butler,978-1-84730-559-6,Sony Music,Universal Music Publishing Group,ASCAP,Rock,826268,False,williamhenson@example.com
Mr. Edward Chambers,Later good while rather.,12,Few stock sister.,2007-12-08,Francisco Taylor,Karen Harrell,978-1-211-35603-2,Sony Music,Sony/ATV Music Publishing,BMI,Jazz,371424,False,scottbrown@example.net
Crystal Porter,Hundred near Mrs those.,4,Director tax.,2019-01-31,Deborah Ramos,David Navarro,978-0-281-58974-6,Universal Music Group,Warner/Chappell Music,ASCAP,Classical,620925,False,adamsjeffrey@example.net
Shari Merritt,State treatment.,9,Break example institution.,2024-02-19,Claudia Vance,Jeffrey Myers,978-1-74477-366-5,EMI,Sony/ATV Music Publishing,BMI,Reggeton,797204,False,teresa10@example.com
Carrie Harris,Economy measure issue.,2,Safe stuff likely contain.,2001-09-07,Jason Steele,Charles Marshall,978-0-402-03969-3,EMI,Universal Music Publishing Group,ASCAP,Pop,490772,False,hrobinson@example.net
Kaitlyn Dawson,Camera citizen card.,2,Real room.,2014-03-08,Dean Rogers,Catherine Dean,978-0-8496-4817-5,EMI,Warner/Chappell Music,SESAC,Vallenato,626796,False,lrice@example.net
Peter Jenkins,Sport admit wrong defense.,1,Market under.,2023-07-30,Richard Austin,Jacob Robbins,978-0-7940-9467-6,Warner Music Group,Universal Music Publishing Group,SESAC,Reggae,607525,False,saraandrews@example.com
Joseph Allen,Data newspaper opportunity compare.,11,Wife alone.,2008-02-14,Alfred Sullivan,Matthew Anderson,978-0-434-04746-8,EMI,Sony/ATV Music Publishing,ASCAP,Reggeton,181790,False,hollykim@example.com
Jason Neal,Nice single name.,4,Tend seem.,2001-10-19,Jaime Harrison,Andrew Miller,978-0-465-59438-2,Warner Music Group,Sony/ATV Music Publishing,BMI,Hip Hop,746846,False,tayloraaron@example.org
Ashley Hicks,Indeed most painting career.,7,Very here television.,2011-10-24,Lisa Moore,Robert Hernandez DDS,978-0-16-833893-1,Universal Music Group,Universal Music Publishing Group,SESAC,Vallenato,468411,False,chennicholas@example.net
Tanner Perkins,Magazine up explain mind.,2,However large away player.,2015-06-07,Sarah Moran,Mr. Gabriel Sullivan,978-0-17-590418-1,EMI,Warner/Chappell Music,ASCAP,Reggae,801452,False,shirley77@example.org
James Delgado,Laugh glass hard away.,1,Now job.,2010-01-01,Kenneth Obrien,Sheila Boyd,978-1-339-94898-0,EMI,Kobalt Music Group,ASCAP,Pop,667639,False,hollandcaroline@example.org
Chad Carrillo,The evening.,2,Bank beat pattern.,2007-10-28,Bridget Turner,Deanna Marshall,978-1-4896-0691-4,Universal Music Group,Sony/ATV Music Publishing,ASCAP,Electronic,31674,False,vmccall@example.com
Melinda Lam,Four enough.,10,Anything marriage keep.,2005-10-11,Kimberly Cole,Daniel Moore,978-0-494-68802-1,EMI,Sony/ATV Music Publishing,SESAC,Jazz,824261,False,npoole@example.net
Barbara Williams,Wide form west statement.,12,Get several get.,2002-12-21,Jamie Flynn,Nicole White,978-1-371-94768-2,Universal Music Group,Warner/Chappell Music,BMI,Electronic,813879,False,jared04@example.net
Gabriel Allen,Cold human.,4,Citizen good.,2006-11-28,Eric Hudson,John Lewis,978-1-111-17419-4,Warner Music Group,Kobalt Music Group,ASCAP,Classical,242144,False,michaelroach@example.net
Cindy Miller,Memory church.,8,Assume control million.,2017-07-30,Tyrone Holmes,Eric Higgins,978-1-336-19930-9,Sony Music,Sony/ATV Music Publishing,ASCAP,Classical,981695,False,milescorey@example.net
Jacqueline Morales,Record figure prove speak west.,11,Leave pressure building issue.,2009-05-25,Beverly Griffin,Dawn Ruiz,978-0-86991-319-2,Warner Music Group,Kobalt Music Group,BMI,Salsa,7933,False,matthewsantos@example.org
James Shelton,Last meet lose force.,4,During election.,2005-06-29,Seth Mitchell,Clifford Gomez,978-0-217-39366-9,Universal Music Group,Warner/Chappell Music,SESAC,Merengue,42793,False,stevenwilliams@example.org
Matthew Ross,Enter throw administration dark.,4,Relationship style store.,2019-03-15,Mandy Middleton MD,Matthew Griffin,978-1-07-618597-6,EMI,Universal Music Publishing Group,SESAC,Pop,671534,False,cmiller@example.com
Terry Sparks,Seem concern score what professional.,6,Agreement person.,2021-05-12,Jonathan Griffith,Karl Chen,978-1-75046-530-1,EMI,Kobalt Music Group,BMI,Jazz,445979,False,valerie35@example.net
Kathleen Hicks,Company grow phone treat.,5,Choose talk.,2021-12-26,Angela Aguirre,Daniel Hurst,978-1-951514-74-7,EMI,Kobalt Music Group,SESAC,Rock,631734,False,rcosta@example.net
Becky Lyons,Certain personal.,11,Manage tough.,2003-01-29,Jason Mitchell,Ashlee Gonzalez DVM,978-0-512-74914-7,Universal Music Group,Kobalt Music Group,SESAC,Hip Hop,819670,False,brianataylor@example.org
Randall Garcia,Special enjoy cover author.,9,Piece these.,2019-08-11,Gary Gutierrez,Sarah Castillo,978-0-86972-994-6,Warner Music Group,Warner/Chappell Music,SESAC,Merengue,104994,False,jessicapatel@example.net
Michelle Miller,System step second including indicate.,2,Light voice.,2020-02-28,Brendan Ortega,Cody Brooks,978-1-64912-450-0,Sony Music,Kobalt Music Group,ASCAP,Jazz,901500,False,daniellepowers@example.net
Shane Acosta,Remain mother in sport.,1,Time six worry.,2013-11-16,Aaron Collier,Barry Smith,978-0-8021-8546-4,Universal Music Group,Warner/Chappell Music,ASCAP,Vallenato,100320,False,roberthood@example.net
Nicholas James,Each choose where enough.,11,Head pay.,2008-07-17,John Christensen,Megan Patrick,978-1-264-83924-7,Warner Music Group,Sony/ATV Music Publishing,SESAC,Vallenato,716728,False,michaelharris@example.org
Jonathan Boone,Dinner site its perhaps.,2,Would red above.,2009-09-04,William Patterson,Andrea Walker,978-1-59366-759-7,Warner Music Group,Kobalt Music Group,ASCAP,Pop,787654,False,mark00@example.com
Brian Stafford DDS,So recently about.,2,Set sing name.,2005-10-03,Dana Robertson,Kristine Guzman,978-1-74267-168-0,Universal Music Group,Sony/ATV Music Publishing,BMI,Jazz,971014,False,jessica57@example.net
Amy Mendez,Story religious church tend.,11,Example direction consumer.,2007-06-07,Samantha Cruz,Dennis Delgado,978-0-7715-3835-3,Universal Music Group,Universal Music Publishing Group,SESAC,Pop,1454,False,tcox@example.net
Joseph Banks,Role especially.,7,Provide big.,2020-11-17,Jimmy Wheeler,John Rice,978-0-926211-24-7,Universal Music Group,Universal Music Publishing Group,BMI,Hip Hop,427651,False,jharris@example.net
Matthew Thomas,Of speak as.,7,Mind to.,2020-03-24,Ryan Tucker,Erin Campbell,978-0-7954-3210-1,Universal Music Group,Sony/ATV Music Publishing,BMI,Merengue,859715,False,smithkevin@example.com
Jo Lynch,Fact should.,1,Yard pattern.,2014-08-20,David Williams,Chad Jones,978-1-57346-148-1,Universal Music Group,Kobalt Music Group,BMI,Rock,814464,False,uburns@example.com
Samantha Maxwell,Believe theory.,6,Garden return forget.,2017-04-15,Richard Smith,Katie Rivera,978-0-7859-7742-1,Warner Music Group,Kobalt Music Group,BMI,Reggeton,832963,False,zjordan@example.com
Jennifer Villanueva,Arm deep note heart.,5,Wife world bill.,2000-02-21,Amanda Romero,Alejandra Carter,978-1-343-33552-3,EMI,Universal Music Publishing Group,BMI,Country,168350,False,joshuafisher@example.net
Andrew Kim,Election rest bed occur.,11,Check source edge.,2000-02-25,John Sullivan,Amber Cooper,978-0-19-673598-6,Warner Music Group,Warner/Chappell Music,BMI,Merengue,908613,False,kristabates@example.net
Norman Martinez,Remember travel often.,12,Stage.,2016-11-27,Laura Young,Christie Young,978-1-871253-40-5,Warner Music Group,Sony/ATV Music Publishing,ASCAP,Electronic,437626,False,kevin53@example.org
Evan Larsen,Doctor approach lawyer.,10,Car protect.,2007-10-03,Kaitlyn Williams,Sarah Sanchez,978-1-67676-030-6,EMI,Sony/ATV Music Publishing,BMI,Reggeton,414251,False,whiteamber@example.org
Joe Ware,Behind cell.,11,Necessary source.,2007-07-18,Nicole Parsons,Joel Coleman,978-1-56975-662-1,EMI,Sony/ATV Music Publishing,SESAC,Merengue,684398,False,laura46@example.net
David Miller,Section use performance probably simply.,4,Him this.,2008-07-05,Patrick Valencia,Janet Gonzalez,978-0-9971752-4-0,Universal Music Group,Kobalt Music Group,SESAC,Country,86938,False,jramirez@example.com
Cynthia Nolan,Surface rather collection shake.,5,Matter one party.,2006-10-18,Kerry Jones,Cody Carr,978-0-428-09771-4,Universal Music Group,Warner/Chappell Music,ASCAP,Hip Hop,143206,False,padilladebra@example.com
Christine Vasquez,Course president thus.,10,Prove case music.,2013-12-25,Michael Stewart,Jessica Lee,978-0-266-19615-0,EMI,Sony/ATV Music Publishing,SESAC,Electronic,258725,False,hannah06@example.com
Scott Hogan,Safe line carry thousand.,6,Bank modern somebody.,2007-02-15,Anne Acevedo,Scott Clark,978-1-56547-588-5,Sony Music,Warner/Chappell Music,BMI,Classical,171381,False,jeremiah13@example.net
Tiffany Ellis,Improve whom.,6,Art as much other.,2001-10-02,Laura Ochoa,Richard Cox,978-1-923089-36-5,Warner Music Group,Sony/ATV Music Publishing,ASCAP,Reggeton,52401,False,daniellerice@example.net
Andrew Miller,Action able.,7,Record positive.,2021-10-27,Kevin Henry,Sarah Yang,978-0-7788-3768-8,Universal Music Group,Kobalt Music Group,BMI,Reggae,697418,False,jeffreycunningham@example.net
Ricky Savage,Reveal production discuss week.,5,There last direction.,2008-05-15,Charles Mathis,Clifford Roberts,978-0-04-802984-3,EMI,Warner/Chappell Music,SESAC,Jazz,619301,False,jdavis@example.com
Maria Shepard,Federal check prevent serve study.,11,Near police.,2005-11-30,Jennifer Leonard MD,Theresa Gomez,978-0-8458-8855-1,Universal Music Group,Kobalt Music Group,BMI,Vallenato,466152,False,harrisjohn@example.org
Brian Murphy,Use age like.,4,Until defense.,2010-08-06,Mr. Anthony Gomez,Brian Fitzgerald,978-0-8027-0502-0,Universal Music Group,Warner/Chappell Music,BMI,Reggeton,260776,False,millerbrenda@example.net
Steven Johnson,Car term receive.,2,Kid certain voice.,2009-07-15,Sylvia Gomez,Kathleen Lawrence,978-0-7138-7094-7,Sony Music,Universal Music Publishing Group,BMI,Country,621124,False,gonzalezronald@example.com
Amber Mitchell,Paper lay.,7,Factor keep.,2007-05-31,Brandon Reid,Robert Montgomery,978-1-881934-71-4,Warner Music Group,Warner/Chappell Music,BMI,Salsa,427221,False,bailey18@example.net
Nathaniel Oliver,Short recently since edge.,1,Moment buy.,2024-03-22,Mark Anderson,Brian Reeves,978-0-460-09776-5,Universal Music Group,Sony/ATV Music Publishing,ASCAP,Reggae,801517,False,tanyasmith@example.org
Jack Scott,Research pay apply lot hear.,5,Leg improve high experience.,2018-05-22,Amanda Frank,Jason Benson,978-1-138-86958-5,Warner Music Group,Warner/Chappell Music,ASCAP,Salsa,567056,False,diamondgreen@example.net
Michelle Parker,Several forget.,10,Scene gas change.,2004-02-04,Megan Johnson,Patricia Gill,978-1-233-71181-9,Sony Music,Kobalt Music Group,BMI,Classical,697920,False,dillonsandra@example.net
Angela Baird,Wonder order.,3,President hospital past.,2018-07-09,Jacob Ryan,Amy Bush,978-0-452-48145-9,Warner Music Group,Sony/ATV Music Publishing,SESAC,Vallenato,909674,False,jonesrobert@example.org
Abigail Weaver,Dinner exactly per you huge.,11,Pressure end expert.,2017-03-15,Heidi Buck,Christopher Payne,978-1-236-55257-0,Sony Music,Warner/Chappell Music,ASCAP,Pop,45828,False,kevin16@example.org
Diana Foster,Tough story four return.,11,Represent way.,2006-07-23,Stephen Anderson,William Estrada,978-0-10-968394-6,Sony Music,Universal Music Publishing Group,ASCAP,Jazz,241312,False,michael30@example.org
Holly Wallace,Ability prevent.,9,Particularly evening.,2009-08-21,Mary Kelley,Christina Love,978-0-9876886-3-7,Warner Music Group,Warner/Chappell Music,BMI,Country,864880,False,heather56@example.com
Timothy Hampton,Sister produce.,2,Price science push.,2011-06-23,Megan Meyers,Anthony Becker,978-1-84987-850-0,EMI,Warner/Chappell Music,BMI,Reggeton,513552,False,allencruz@example.org
Andrew Chambers,Middle true force base it.,8,Different.,2013-04-30,Taylor Jenkins,Nicole Kelley,978-1-267-49366-8,Sony Music,Sony/ATV Music Publishing,BMI,Electronic,687238,False,jaimehill@example.org
Kevin Williams,Democrat hot model seem never.,4,Firm trade candidate.,2023-02-09,Martin Tran,Danny Smith,978-0-11-889034-2,Universal Music Group,Sony/ATV Music Publishing,SESAC,Country,616779,False,bmorris@example.org
David Bradshaw,Lay never sister by.,12,Across result.,2008-11-28,Ashley Taylor,Jessica Hernandez,978-0-590-39601-1,EMI,Universal Music Publishing Group,BMI,Reggeton,668188,False,ibaldwin@example.net
Eric Myers,Sister letter Democrat future ball.,9,Measure into vote remain.,2009-01-29,Heather Rodriguez,Samantha Bowers,978-0-7513-9801-4,Universal Music Group,Universal Music Publishing Group,BMI,Salsa,301565,False,natasha10@example.net
